RCDTS,RCDT,Site_Number,Site_County,District_Clean,City_Clean,Site_Address,Site_Zip,School_Name_Clean,Title_1_Status,#_Student_Enrollment,%_Student_Enrollment_-_Low_Income,Student_Attendance_Rate,Student_Chronic_Truancy_Rate,Chronically_Truant_Students,High_School_Dropout_Rate_-_Total,High_School_4-Year_Graduation_Rate_-_Total,Chronic_Absenteeism,Free_Eligibles,Reduced_Eligibles,PaidEligibles,Enrollment,Eligibility_Percent,Participates_in_CEP,Poverty_Level
130412090272001,13041209027,73380,Jefferson,woodlawn unit school district 209,woodlawn,301 S Central St,62898-1127,woodlawn grade school,Schoolwide Title I Program,328,43.3,96.7,0,0,NA,NA,4.6,94,17,181,292,38.01,Non-CEP,Mid-Low Poverty
130413180270001,13041318027,73253,Jefferson,bluford unit school district 318,bluford,PO Box 110,62814-0110,webber high school,Schoolwide Title I Program,122,35.2,94.1,16.1,19,5.9,84.8,22,52,2,68,122,44.26,Non-CEP,Mid-Low Poverty
130413180272001,13041318027,73252,Jefferson,bluford unit school district 318,bluford,901 6th St,62814-1418,bluford grade school,Schoolwide Title I Program,256,44.1,95.3,8.4,17,NA,NA,12.3,132,2,106,240,55.83,Non-CEP,Mid-Low Poverty
130580010032001,13058001003,10645,Marion,raccoon cons sd 1,centralia,3601 State Route 161,62801-9621,raccoon cons elem school,Schoolwide Title I Program,265,52.5,95.3,3,6,NA,NA,10.6,223,0,45,268,82.99,CEP,Mid-High Poverty
130580020032001,13058002003,10649,Marion,kell cons sd 2,kell,207 N Johnson St,62853-1637,kell grade school,Schoolwide Title I Program,93,65.6,95.2,3.5,3,NA,NA,8.1,40,6,50,96,47.92,Non-CEP,Mid-High Poverty
130580070042001,13058007004,10651,Marion,iuka ccsd 7,iuka,405 S Main St,62849-1011,iuka comm cons school,Schoolwide Title I Program,215,47.4,96.4,0.6,1,NA,NA,4.2,94,8,115,217,47,Non-CEP,Mid-Low Poverty
130580100042003,13058010004,10653,Marion,selmaville ccsd 10,salem,3185 Selmaville Rd,62881-6603,selmaville elem school,Schoolwide Title I Program,279,43.4,96.7,0.8,2,NA,NA,4.5,107,16,158,281,43.77,Non-CEP,Mid-Low Poverty
130581000260002,13058100026,10655,Marion,patoka cusd 100,patoka,1220 Kinoka Rd,62875-1300,patoka sr high school,"Eligible, but Not a Participant in Title I Program",64,50,91.8,10.9,7,7.1,75,29.6,53,0,14,67,78.81,CEP,Mid-Low Poverty
130581000261001,13058100026,10656,Marion,patoka cusd 100,patoka,1220 Kinoka Rd,62875-1300,patoka jr high school,"Eligible, but Not a Participant in Title I Program",49,51,93.9,2.1,1,NA,NA,6.3,38,0,10,48,77.58,CEP,Mid-High Poverty
130581000262001,13058100026,10657,Marion,patoka cusd 100,patoka,1220 Kinoka Rd,62875-1300,patoka elem school,Schoolwide Title I Program,140,39.3,95.1,1,1,NA,NA,7.9,94,0,25,119,78.2,CEP,Mid-Low Poverty
130581110022004,13058111002,10659,County not available,salem sd 111,salem,1300 Bobcat Cir,62881-4274,hawthorn elem school,Schoolwide Title I Program,416,56.3,96.5,1,3,NA,NA,5.2,229,17,172,418,58.85,Non-CEP,Mid-High Poverty
130581110022005,13058111002,10660,Marion,salem sd 111,salem,1325 N Franklin St,62881-4208,franklin park middle school,Schoolwide Title I Program,619,53.5,96,2.5,13,NA,NA,9.8,304,31,220,555,60.36,Non-CEP,Mid-High Poverty
130581330022001,13058133002,10662,Marion,central city sd 133,centralia,129 Douglas St,62801-2129,central city elem school,Schoolwide Title I Program,349,81.4,95.2,6.5,18,NA,NA,12.7,334,0,0,334,100,CEP,High Poverty
130581350022003,13058135002,10665,Marion,centralia sd 135,centralia,1101 S Locust St,62801-4709,field kindergarten center,Schoolwide Title I Program,130,99.2,NA,NA,NA,NA,NA,NA,136,0,0,136,100,CEP,High Poverty
130581350022006,13058135002,10667,Marion,centralia sd 135,centralia,311 Airport Rd,62801-6579,jordan elem school,Schoolwide Title I Program,225,99.6,94.6,10.3,23,NA,NA,13.5,231,0,0,231,100,CEP,High Poverty
130581350022007,13058135002,10663,Marion,centralia sd 135,centralia,900 S Pine St,62801-4850,centralia jr high school,Schoolwide Title I Program,664,99.5,95,5.2,34,NA,NA,10.2,684,0,0,684,100,CEP,High Poverty
130581350022008,13058135002,10669,Marion,centralia sd 135,centralia,800 W 4th St,62801-5716,schiller elem school,Schoolwide Title I Program,191,100,94.5,10.1,18,NA,NA,15.7,185,0,0,185,100,CEP,High Poverty
130582000170001,13058200017,10670,Marion,centralia hsd 200,centralia,2100 E Calumet St,62801-6511,centralia high school,Schoolwide Title I Program,882,59.5,92,11.7,101,7.7,72.8,27.5,452,31,417,900,53.67,Non-CEP,Mid-High Poverty
130584010260001,13058401026,10671,Fayette,south central cud 401,farina,800 W Washington St,62838-1218,south central high school,"Eligible, but Not a Participant in Title I Program",208,47.6,93,14.1,29,7.4,80.8,24.3,152,0,55,207,73.260000000000005,CEP,Mid-Low Poverty
130584010261001,13058401026,10672,Marion,south central cud 401,kinmundy,503 S Madison St,62854-2464,south central middle school,Schoolwide Title I Program,146,50,94.2,6.5,10,NA,NA,20.1,134,0,15,149,89.6,CEP,Mid-Low Poverty
130584010262002,13058401026,10673,Marion,south central cud 401,kinmundy,810 E 1st St,62854-2122,south central elementarykinmundy,Schoolwide Title I Program,284,55.3,95.5,1,2,NA,NA,8.9,237,0,1,238,99.38,CEP,Mid-High Poverty
130585010260001,13058501026,10675,Marion,sandoval cusd 501,sandoval,859 W Missouri Ave,62882-1031,sandoval sr high school,"Eligible, but Not a Participant in Title I Program",105,67.6,89.9,30.3,32,7,91.2,41.7,103,0,8,111,92.19,CEP,Mid-High Poverty
130585010261002,13058501026,10676,Marion,sandoval cusd 501,sandoval,859 W Missouri Ave,62882-1031,sandoval jr high school,Schoolwide Title I Program,73,69.9,94.3,11.1,8,NA,NA,12.4,75,0,0,75,100,CEP,Mid-High Poverty
130585010262002,13058501026,10677,Marion,sandoval cusd 501,sandoval,300 E Perry Ave,62882-1107,sandoval elem school,Schoolwide Title I Program,326,69.9,94.5,7.4,17,NA,NA,17.5,272,0,0,272,100,CEP,Mid-High Poverty
130586000160001,13058600016,10678,Marion,salem chsd 600,salem,1200 N Broadway Ave,62881-4204,salem community high school,Schoolwide Title I Program,646,47.4,92.9,10.5,66,8.4,83,25,278,39,348,665,47.67,Non-CEP,Mid-Low Poverty
130587220260001,13058722026,66408,Marion,odin psd 722,odin,102 S Merritt St,62870-1112,odin attendance center 912,Schoolwide Title I Program,69,66.7,90.7,15,10,7.7,85.7,41.8,160,0,28,188,85,CEP,Mid-High Poverty
130587220262001,13058722026,66407,Marion,odin psd 722,odin,102 S Merritt St,62870-1112,odin attendance center k8,Schoolwide Title I Program,180,62.8,94.5,3.4,5,NA,NA,12.8,177,0,11,188,93.89,CEP,Mid-High Poverty
130950010042001,13095001004,10682,Washington,oakdale ccsd 1,oakdale,280 E Main St,62268-3116,oakdale grade school,NA,69,49.3,96.1,0,0,NA,NA,3.3,33,5,32,70,54.29,Non-CEP,Mid-Low Poverty
130950100260001,13095010026,10689,Washington,west washington co cud 10,okawville,400 S Hanover St,62271-2204,okawville jrsr high school,"Eligible, but Not a Participant in Title I Program",266,31.2,96,3.7,10,6,93.5,10.8,66,5,202,273,26.01,Non-CEP,Mid-Low Poverty
130950100262003,13095010026,10691,Washington,west washington co cud 10,okawville,400 S Hanover St,62271-2204,okawville grade school,Targeted Assistance Title I Program,277,29.6,97.2,1.4,3,NA,NA,3.3,73,8,178,259,31.27,Non-CEP,Mid-Low Poverty
130950110042001,13095011004,10692,Washington,irvington ccsd 11,irvington,PO Box 130,62848-0130,irvington elem school,Schoolwide Title I Program,65,75.4,96.6,3.9,2,NA,NA,7.9,63,0,0,63,100,CEP,High Poverty
130950150042001,13095015004,10693,Washington,ashley ccsd 15,ashley,450 N Third St,62808-1259,ashley com consolidated school,Schoolwide Title I Program,157,54.1,95.6,4.4,5,NA,NA,14.9,159,0,0,159,100,CEP,Mid-High Poverty
130950490042002,13095049004,57162,Washington,nashville ccsd 49,nashville,750 E Gorman St,62263-2007,nashville grade school,Targeted Assistance Title I Program,576,37.7,95.8,3.1,14,NA,NA,5.6,203,12,296,511,42.07,Non-CEP,Mid-Low Poverty
130950990160001,13095099016,10697,Washington,nashville chsd 99,nashville,1300 S Mill St,62263-2083,nashville comm high school,Schoolwide Title I Program,408,28.2,96,2.7,11,2.4,88.8,11.5,107,8,296,411,27.98,Non-CEP,Mid-Low Poverty
150162990250001,15016299025,11834,Cook,city of chicago sd 299,chicago,5110 N Damen Ave,60625-1317,amundsen high school,Schoolwide Title I Program,1289,75.3,91.3,40.6,475,3.4,85.8,32.4,1185,0,110,1295,91.43,CEP,High Poverty
150162990250003,15016299025,11836,Cook,city of chicago sd 299,chicago,3939 W 79th St,60652-2301,bogan high school,Schoolwide Title I Program,828,90,83.1,94.7,945,13.9,56.2,78.9,828,0,22,850,97.35,CEP,High Poverty
150162990250006,15016299025,11839,Cook,city of chicago sd 299,chicago,13100 S Doty Ave,60827-1597,carver military academy hs,Schoolwide Title I Program,481,85,93.3,46.2,202,1.3,94,23.3,483,0,0,483,100,CEP,High Poverty
150162990250011,15016299025,11843,Cook,city of chicago sd 299,chicago,2345 S Christiana Ave,60623-3217,farragut career academy hs,Schoolwide Title I Program,651,97.4,85.4,62.1,422,12.9,57,62.9,671,0,0,671,100,CEP,High Poverty
150162990250012,15016299025,11844,Cook,city of chicago sd 299,chicago,11220 S Wallace St,60628-4728,fenger academy high school,Schoolwide Title I Program,203,92.6,83.2,83.7,240,21.6,35.2,79.1,208,0,0,208,100,CEP,High Poverty
150162990250013,15016299025,11845,Cook,city of chicago sd 299,chicago,3235 N Leclaire Ave,60641-4290,foreman high school,Schoolwide Title I Program,739,94.5,84.6,79.2,614,12.4,59.3,75.8,762,0,0,762,100,CEP,High Poverty
150162990250014,15016299025,69982,Cook,city of chicago sd 299,chicago,2111 W 47th St,60609-4011,back of the yards ib hs,Schoolwide Title I Program,1067,92.9,93.3,35,340,0.8,97.5,24.1,1071,0,0,1071,100,CEP,High Poverty
150162990250015,15016299025,11846,Cook,city of chicago sd 299,chicago,5630 S Rockwell St,60629-1030,gage park high school,Schoolwide Title I Program,342,97.1,81.4,100,581,20.1,39.5,89.3,351,0,0,351,100,CEP,High Poverty
150162990250016,15016299025,11847,Cook,city of chicago sd 299,chicago,9652 S Michigan Ave,60628-1415,harlan community academy hs,Schoolwide Title I Program,328,94.8,82.8,83.3,368,15.2,51.9,87.6,330,0,0,330,100,CEP,High Poverty
150162990250017,15016299025,11848,Cook,city of chicago sd 299,chicago,6520 S Wood St,60636-3002,harper high school,Schoolwide Title I Program,86,90.7,87.2,91.6,69,26.9,57.1,70.1,88,0,0,88,100,CEP,High Poverty
150162990250019,15016299025,11849,Cook,city of chicago sd 299,chicago,7740 S Ingleside Ave,60619-3207,hirsch metropolitan high school,Schoolwide Title I Program,98,99,77,100,295,27.2,38.2,100,108,0,0,108,100,CEP,High Poverty
150162990250020,15016299025,11850,Cook,city of chicago sd 299,chicago,6200 S Hamlin Ave,60629-4030,hubbard high school,Schoolwide Title I Program,1691,95.5,89.2,53.2,885,8.1,77.9,45.3,1653,0,54,1707,96.78,CEP,High Poverty
150162990250021,15016299025,11851,Cook,city of chicago sd 299,chicago,6220 S Stony Island Ave,60637-2998,hyde park academy high school,Schoolwide Title I Program,776,96.8,85.9,88.7,652,8.3,72.3,66.2,800,0,0,800,100,CEP,High Poverty
150162990250023,15016299025,11853,Cook,city of chicago sd 299,chicago,4343 W Wrightwood Ave,60639-2060,kelvyn park high school,Schoolwide Title I Program,405,97,84.2,74.4,335,13.8,55.2,61.1,408,0,0,408,100,CEP,High Poverty
150162990250024,15016299025,11854,Cook,city of chicago sd 299,chicago,6325 W 56th St,60638-2539,kennedy high school,Schoolwide Title I Program,1588,66.2,89.5,46.7,695,7.8,76.1,43.3,1212,0,402,1614,75.09,CEP,Mid-High Poverty
150162990250025,15016299025,11855,Cook,city of chicago sd 299,chicago,5015 S Blackstone Ave,60615-3086,kenwood academy high school,Schoolwide Title I Program,1860,57.1,93.5,31.2,535,2.3,93.4,22,1199,0,665,1864,64.31,CEP,Mid-High Poverty
150162990250026,15016299025,11856,Cook,city of chicago sd 299,chicago,4015 N Ashland Ave,60613-2593,lake view high school,Schoolwide Title I Program,1383,72.3,86.7,58.5,737,4.5,84,48.1,1203,0,190,1393,86.33,CEP,Mid-High Poverty
150162990250027,15016299025,11857,Cook,city of chicago sd 299,chicago,2501 W Addison St,60618-5902,lane technical high school,NA,4517,43.6,94.5,13.3,542,0.9,96.3,15.1,2271,0,2256,4527,50.16,CEP,Mid-Low Poverty
150162990250029,15016299025,11859,Cook,city of chicago sd 299,chicago,3250 W Adams St,60624-2901,marshall metropolitan high school,Schoolwide Title I Program,251,96.8,76.3,100,440,17,45.5,100,266,0,0,266,100,CEP,High Poverty
150162990250030,15016299025,11860,Cook,city of chicago sd 299,chicago,5835 N Lincoln Ave,60659-4610,mather high school,Schoolwide Title I Program,1486,86.5,89.4,54.1,776,6.4,71.8,43,1487,0,18,1505,98.75,CEP,High Poverty
150162990250031,15016299025,11861,Cook,city of chicago sd 299,chicago,1744 W Pryor Ave,60643-3497,morgan park high school,Schoolwide Title I Program,1225,86.1,86.7,70.4,829,6.7,76.1,54.7,1132,0,107,1239,91.31,CEP,High Poverty
150162990250034,15016299025,11863,Cook,city of chicago sd 299,chicago,244 E Pershing Rd,60653-2222,phillips academy high school,Schoolwide Title I Program,738,94.4,80.6,100,982,14.2,53.7,96.1,781,0,0,781,100,CEP,High Poverty
150162990250035,15016299025,11864,Cook,city of chicago sd 299,chicago,3436 W Wilson Ave,60625-5318,roosevelt high school,Schoolwide Title I Program,954,94.1,89.2,55.1,523,9.4,69.9,48.8,974,0,0,974,100,CEP,High Poverty
150162990250036,15016299025,11865,Cook,city of chicago sd 299,chicago,3601 N Milwaukee Ave,60641-3033,schurz high school,Schoolwide Title I Program,1607,88.6,86.3,60.6,941,8.1,63.9,57.6,1624,0,0,1624,100,CEP,High Poverty
150162990250037,15016299025,11866,Cook,city of chicago sd 299,chicago,5900 N Glenwood Ave,60660-3312,senn high school,Schoolwide Title I Program,1414,79.6,90.6,44.8,623,5.8,67.7,37.8,1722,0,171,1893,90.95,CEP,High Poverty
150162990250039,15016299025,11868,Cook,city of chicago sd 299,chicago,4445 S Drexel Blvd,60653-3551,king college prep high school,Schoolwide Title I Program,514,79.2,89.8,61.7,257,3.6,94.2,42,437,0,82,519,84.18,CEP,High Poverty
150162990250041,15016299025,11869,Cook,city of chicago sd 299,chicago,3030 N Mobile Ave,60634-4041,steinmetz college prep hs,Schoolwide Title I Program,1227,82.9,86.2,68.1,866,9.4,66.3,61.8,1128,0,108,1236,91.19,CEP,High Poverty
150162990250042,15016299025,11870,Cook,city of chicago sd 299,chicago,6631 N Bosworth Ave,60626-4223,sullivan high school,Schoolwide Title I Program,654,88.1,84.5,84.4,531,7.1,60.8,62.5,674,0,0,674,100,CEP,High Poverty
150162990250043,15016299025,11871,Cook,city of chicago sd 299,chicago,6530 W Bryn Mawr Ave,60631-3185,taft high school,NA,3398,46.6,90.5,40.2,1275,4.6,81,35.1,1927,0,1506,3433,56.11,CEP,Mid-Low Poverty
150162990250044,15016299025,11872,Cook,city of chicago sd 299,chicago,4747 S Union Ave,60609-4437,tilden career communty academy hs,Schoolwide Title I Program,214,93.5,80.9,100,298,21.4,48.2,93.4,222,0,0,222,100,CEP,High Poverty
150162990250046,15016299025,11873,Cook,city of chicago sd 299,chicago,5039 N Kimball Ave,60625-4905,von steuben metro science hs,Schoolwide Title I Program,1772,66.3,92.7,32.3,517,1,90.7,22.1,1318,0,457,1775,74.22,CEP,Mid-High Poverty
150162990250047,15016299025,11874,Cook,city of chicago sd 299,chicago,2001 N Orchard St,60614-4404,lincoln park high school,"Eligible, but Not a Participant in Title I Program",2104,46.8,90.7,38.2,736,3.9,86.5,32.5,1161,0,968,2129,54.52,CEP,Mid-Low Poverty
150162990250048,15016299025,11875,Cook,city of chicago sd 299,chicago,3535 E 114th St,60617-7021,washington g high school,Schoolwide Title I Program,1435,85.8,89.7,53.3,717,5.5,81.2,42.1,1414,0,42,1456,97.09,CEP,High Poverty
150162990250049,15016299025,11876,Cook,city of chicago sd 299,chicago,936 N Ashland Ave,60622-5118,wells community academy hs,Schoolwide Title I Program,358,89.7,86.2,54,203,8.4,57.9,64,368,0,0,368,100,CEP,High Poverty
150162990250052,15016299025,11840,Cook,city of chicago sd 299,chicago,2245 W Jackson Blvd,60612-2910,crane medical prep hs,Schoolwide Title I Program,428,86.7,84.7,88.6,327,4.7,97.5,67.2,435,0,0,435,100,CEP,High Poverty
15016299025010C,15016299025,11842,Cook,city of chicago sd 299,chicago,6201 S Stewart Ave,60621-3247,urban prep chtr acad englewood hs,Schoolwide Title I Program,258,85.7,93.6,46.8,107,2,74.3,20.5,234,0,25,259,90.07,CEP,High Poverty
15016299025013C,15016299025,64976,Cook,city of chicago sd 299,chicago,521 E 35th St,60616-3889,urban prep chtr acad bronzeville hs,Schoolwide Title I Program,331,80.4,93.2,42.3,121,2.5,96.3,25.5,290,0,50,340,85.09,CEP,High Poverty
15016299025015C,15016299025,62774,Cook,city of chicago sd 299,chicago,8255 S Houston Ave,60617-2191,epic academy high school,Schoolwide Title I Program,545,96.3,91.7,51.8,253,4.2,80.6,32.9,551,0,0,551,100,CEP,High Poverty
15016299025016C,15016299025,66605,Cook,city of chicago sd 299,chicago,1326 W 14th Pl,60608-2106,urban prep chtr acad west campus hs,Schoolwide Title I Program,178,86.5,91.4,67.3,93,4.4,83.8,44,164,0,13,177,92.57,CEP,High Poverty
15016299025022C,15016299025,70568,Cook,city of chicago sd 299,chicago,4540 W Belmont Ave,60641-4541,intrinsic charter high school,Schoolwide Title I Program,1008,84.3,94,48.1,435,19.4,91.6,14,918,0,97,1015,90.36,CEP,High Poverty
150162990250526,15016299025,11877,Cook,city of chicago sd 299,chicago,2100 E 87th St,60617-3011,chicago vocational career acad hs,Schoolwide Title I Program,875,92.6,83.6,100,953,9.2,67.3,82.7,900,0,0,900,100,CEP,High Poverty
150162990250531,15016299025,11878,Cook,city of chicago sd 299,chicago,3000 S King Dr,60616-3452,dunbar vocational career acad hs,Schoolwide Title I Program,312,95.8,86.7,80.9,213,6,84.5,64.1,323,0,0,323,100,CEP,High Poverty
150162990250533,15016299025,11880,Cook,city of chicago sd 299,chicago,700 S State St,60605-2109,jones college prep high school,NA,1908,37.5,92.6,22.3,383,0.9,95.9,23.8,737,0,1184,1921,38.340000000000003,CEP,Mid-Low Poverty
150162990250534,15016299025,11881,Cook,city of chicago sd 299,chicago,2148 N Long Ave,60639-2914,prosser career academy hs,Schoolwide Title I Program,1327,89.1,89,50.4,585,1.8,90.4,44.8,1306,0,26,1332,97.99,CEP,High Poverty
150162990250536,15016299025,11882,Cook,city of chicago sd 299,chicago,5009 S Laflin St,60609-4940,richards career academy hs,Schoolwide Title I Program,217,99.1,77.8,100,314,18.6,47.6,98.5,228,0,0,228,100,CEP,High Poverty
150162990250537,15016299025,11883,Cook,city of chicago sd 299,chicago,8147 S Vincennes Ave,60620-1761,simeon career academy high school,Schoolwide Title I Program,1338,88.6,88.2,72.3,840,2.4,92.1,52.4,1347,0,0,1347,100,CEP,High Poverty
150162990250543,15016299025,11885,Cook,city of chicago sd 299,chicago,821 E 103rd St,60628-3003,corliss high school,Schoolwide Title I Program,272,91.2,83.7,88.9,281,13.5,64.8,74.7,277,0,0,277,100,CEP,High Poverty
150162990250545,15016299025,11886,Cook,city of chicago sd 299,chicago,1147 N Western Ave,60622-2931,clemente community academy hs,Schoolwide Title I Program,697,87.7,81.1,92.3,619,6.8,84,77.3,707,0,0,707,100,CEP,High Poverty
150162990250616,15016299025,11887,Cook,city of chicago sd 299,chicago,2935 W Polk St,60612-3904,manley career academy high school,Schoolwide Title I Program,80,85,74.3,100,291,23.8,21.3,100,86,0,0,86,100,CEP,High Poverty
150162990250617,15016299025,11888,Cook,city of chicago sd 299,chicago,4959 S Archer Ave,60632-3622,curie metropolitan high school,Schoolwide Title I Program,2895,88.5,88.4,60.4,1612,8.8,69.6,47.7,2849,0,67,2916,97.7,CEP,High Poverty
150162990250763,15016299025,11889,Cook,city of chicago sd 299,chicago,10330 S Elizabeth St,60643-2394,julian high school,Schoolwide Title I Program,449,85.7,81,96.4,416,7.6,81.2,89.8,456,0,0,456,100,CEP,High Poverty
150162990250764,15016299025,11890,Cook,city of chicago sd 299,chicago,211 S Laflin St,60607-5305,young magnet high school,NA,2208,37.8,95.4,6.8,132,1.1,96.8,10.5,893,0,1320,2213,40.340000000000003,CEP,Mid-Low Poverty
150162990250767,15016299025,11893,Cook,city of chicago sd 299,chicago,1450 W Cermak Rd,60608-4408,juarez community academy hs,Schoolwide Title I Program,1702,71.9,85.7,73.1,1171,5.9,68.8,54.9,1710,0,0,1710,100,CEP,Mid-High Poverty
150162990250772,15016299025,11895,Cook,city of chicago sd 299,chicago,3857 W 111th St,60655-4009,chicago hs for agricult sciences,NA,761,39.8,93.6,22.4,141,1.2,95.8,19.7,343,0,429,772,44.34,CEP,Mid-Low Poverty
150162990250779,15016299025,12384,Cook,city of chicago sd 299,chicago,4034 W 56th St,60629-4442,hancock college preparatory hs,Schoolwide Title I Program,1008,81.7,92.9,33.1,304,3.5,92.6,25.8,933,0,83,1016,91.77,CEP,High Poverty
150162990250788,15016299025,11906,Cook,city of chicago sd 299,chicago,250 E 111th St,60628-4324,brooks college prep academy hs,Schoolwide Title I Program,986,67.6,91,56.6,493,2.8,87.9,32.4,662,0,341,1003,65.97,CEP,Mid-High Poverty
